ID ,Text,Sentiment_text,Sentiment_label
549,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
550,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
551,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
552,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
553,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
554,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
555,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
556,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
557,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
558,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
559,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
560,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
561,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
562,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
563,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
564,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
565,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
566,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
567,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
568,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
569,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
570,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
571,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
572,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
573,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
574,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
575,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
576,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
577,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
578,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
579,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
580,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
581,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
582,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
583,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
584,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
585,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
586,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
587,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
588,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
589,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
590,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
591,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
592,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
593,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
594,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
595,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
596,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
597,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
598,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
599,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
600,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
601,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
602,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
603,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
604,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
605,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
606,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
607,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
608,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
609,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
610,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
611,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
612,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
613,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
614,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
615,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
616,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
617,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
618,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
619,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
620,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
621,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
622,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
623,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
624,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
625,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
626,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
627,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
628,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
629,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
630,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
631,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
632,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
633,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
634,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
635,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
636,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
637,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
638,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
639,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
640,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
641,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
642,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
643,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
644,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
645,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
646,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
647,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
648,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
649,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
650,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
651,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
652,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
653,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
654,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
655,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
656,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
657,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
658,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
659,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
660,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
661,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
662,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
663,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
664,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
665,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
666,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
667,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
668,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
669,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
670,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
671,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
672,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
673,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
674,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
675,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
676,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
677,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
678,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
679,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
680,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
681,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
682,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
683,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
684,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
685,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
686,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
687,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
688,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
689,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
690,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
691,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
692,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
693,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
694,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
695,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
696,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
697,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
698,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
699,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
700,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
701,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
702,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
703,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
704,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
705,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
706,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
707,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
708,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
709,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
710,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
711,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
712,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
713,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
714,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
715,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
716,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
717,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
718,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
719,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
720,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
721,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
722,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
723,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
724,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
725,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
726,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
727,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
728,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
729,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
730,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
731,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
732,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
733,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
734,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
735,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
736,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
737,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
738,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
739,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
740,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
741,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
742,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
743,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
744,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
745,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
746,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
747,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
748,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
749,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
750,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
751,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
752,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
753,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
754,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
755,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
756,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
757,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
758,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
759,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
760,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
761,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
762,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
763,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
764,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
765,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
766,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
767,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
768,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
769,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
770,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
771,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
772,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
773,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
774,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
775,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
776,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
777,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
778,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
779,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
780,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
781,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
782,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
783,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
784,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
785,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
786,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
787,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
788,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
789,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
790,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
791,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
792,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
793,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
794,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
795,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
796,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
797,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
798,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
799,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
800,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
801,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
802,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
803,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
804,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
805,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
806,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
807,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
808,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
809,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
810,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
811,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
812,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
813,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
814,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
815,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
816,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
817,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
818,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
819,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
820,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
821,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
822,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
823,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
824,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
825,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
826,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
827,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
828,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
829,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
830,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
831,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
832,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
833,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
834,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
835,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
836,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
837,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
838,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
839,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
840,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
841,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
842,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
