ID ,Text,Sentiment_text,Sentiment_label
843,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
844,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
845,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
846,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
847,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
848,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
849,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
850,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
851,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
852,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
853,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
854,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
855,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
856,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
857,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
858,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
859,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
860,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
861,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
862,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
863,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
864,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
865,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
866,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
867,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
868,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
869,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
870,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
871,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
872,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
873,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
874,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
875,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
876,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
877,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative,0.0
878,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
879,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive,1.0
880,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative,0.0
881,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive,1.0
882,ផលិតផលមិនទាន់គុណភាព,Negative,0.0
883,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive,1.0
884,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative,0.0
885,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive,1.0
886,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative,0.0
887,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
888,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive,1.0
889,ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative,0.0
890,សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive,1.0
891,ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative,0.0
892,ផលិតផលមិនទាន់គុណភាព,Positive,1.0
893,សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative,0.0
894,ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive,1.0
895,ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative,0.0
896,សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive,1.0
897,ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive,1.0
898,ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative,0.0
899,នំប៉័ងនេះមានរសជាតិឆ្ងាញ់ណាស់ ស្រស់ៗ និងមានក្លិនឈ្ងុយ,Positive,1.0
900,ខ្សែភាពយន្តថ្មីនេះធ្វើបានល្អណាស់ តួសម្ដែងពូកែៗ រឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍,Positive,1.0
901,ទូរស័ព្ទថ្មីនេះប្រើប្រាស់ងាយស្រួល ថ្មល្អ កាមេរ៉ាច្បាស់,Positive,1.0
902,បុគ្គលិកមានការរួសរាយរាក់ទាក់ល្អ,Positive,1.0
903,សេវាកម្មដឹកជញ្ជូនលឿន,Positive,1.0
904,កុនដែលទើបចេញថ្មីគួរឱ្យចាប់អារម្មណ៍ តួឯកសម្តែងពូកែ,Positive,1.0
905,កាមេរ៉ាថ្មីនេះថតរូបស្អាត,Positive,1.0
906,សេវាកម្មជួសជុលល្អណាស់ ជាងមានជំនាញ,Positive,1.0
907,ទូរទស្សន៍នេះមានគុណភាពល្អ រូបភាពច្បាស់,Positive,1.0
908,សណ្ឋាគារនេះមានសេវាកម្មល្អណាស់,Positive,1.0
909,កម្មវិធីសិល្បៈនេះគួរឱ្យចាប់អារម្មណ៍,Positive,1.0
910,គុណភាពសម្លៀកបំពាក់ល្អណាស់ តម្លៃសមរម្យ,Positive,1.0
911,ការសម្តែងរបស់តារាចម្រៀងនេះអស្ចារ្យណាស់,Positive,1.0
912,តន្ត្រីកម្សាន្តនៅក្លឹបនេះពិរោះណាស់,Positive,1.0
913,កុំព្យូទ័រនេះដំណើរការល្អ,Positive,1.0
914,កម្មវិធីរាំនេះរីករាយណាស់,Positive,1.0
915,កង់ថ្មីនេះប្រើការបានល្អណាស់,Positive,1.0
916,ការសម្តែងរបាំប្រពៃណីនេះល្អណាស់,Positive,1.0
917,កម្មវិធីសម្តែងសៀកនេះអស្ចារ្យណាស់,Positive,1.0
918,ទូរស័ព្ទនេះថតរូបស្អាត,Positive,1.0
919,កម្មវិធីទូរទស្សន៍នេះមានការច្នៃប្រឌិតខ្ពស់,Positive,1.0
920,សេវាកម្មនៅហាងនេះគួរឱ្យខកចិត្តណាស់,Negative,0.0
921,តម្លៃទំនិញថ្លៃពេក,Negative,0.0
922,កម្មវិធីតន្ត្រីមិនសូវពិរោះ,Negative,0.0
923,អាហារដ្ឋាននេះមិនសូវមានរូបរាងល្អ,Negative,0.0
924,ទូរស័ព្ទនេះប្រើការមិនបានល្អ,Negative,0.0
925,អាជីវកម្មម៉ាស្សា,Negative,0.0
926,មុខងារទូរស័ព្ទមិនសូវច្បាស់,Negative,0.0
927,កម្មវិធីចម្រៀងមិនសូវមានអ្វីថ្មី,Negative,0.0
928,ម៉ាស៊ីនត្រជាក់នេះមិនត្រជាក់សព្វ,Negative,0.0
929,សេវាកម្មដឹកជញ្ជូនយឺត,Negative,0.0
930,កម្មវិធីសម្តែងល្ខោនមិនគួរឱ្យចាប់អារម្មណ៍,Negative,0.0
931,ការសម្តែងរបស់តារានេះមិនសូវមានអ្វីពិសេស,Negative,0.0
932,កុំព្យូទ័រនេះមិនអាចប្រើការមានលទ្ធភាពល្អ,Negative,0.0
933,កម្មវិធីសម្តែងល្ខោនបង្កប់ដោយបញ្ហា,Negative,0.0
934,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
935,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0
936,បរិយាកាសនៅហាងនេះមិនល្អ។,Negative,0.0
937,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
938,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0
939,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0
940,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0
941,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0
942,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0.0
943,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0
944,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
945,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0
946,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0
947,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
948,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0
949,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0
950,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0
951,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
952,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0
953,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
954,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
955,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0
956,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
957,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0
958,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
959,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0
960,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0
961,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0
962,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0
963,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
964,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0
965,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0
966,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0
967,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
968,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
969,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0
970,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
971,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
972,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0
973,បរិយាកាសនៅហាងនេះមិនល្អ។,Negative,0.0
974,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
975,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0
976,គុណភាពទំនិញល្អណាស់។,Positive,1.0
977,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0
978,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0
979,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
980,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0
981,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0
982,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0
983,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
984,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0
985,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
986,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0
987,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0
988,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0
989,ការដឹកជញ្ជូនយឺត។,Negative,0.0
990,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
991,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1.0
992,គុណភាពទំនិញល្អណាស់។,Positive,1.0
993,ការដឹកជញ្ជូនយឺត។,Negative,0.0
994,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
995,គុណភាពទំនិញមិនគួរជឿ។,Negative,0.0
996,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
997,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0
998,ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive,1.0
999,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0
1000,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0
1001,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1002,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1.0
1003,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0
1004,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0
1005,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0
1006,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0
1007,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1008,ការចាក់សម្លេងមានបញ្ហា។,Negative,0.0
1009,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1010,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0
1011,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0
1012,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0
1013,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1014,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
1015,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1016,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0
1017,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1.0
1018,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0
1019,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1020,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
1021,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0
1022,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1023,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0
1024,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0
1025,គុណភាពទំនិញល្អណាស់។,Positive,1.0
1026,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0
1027,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1028,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0
1029,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1030,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1.0
1031,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0
1032,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1033,ការដឹកជញ្ជូនយឺត។,Negative,0.0
1034,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0
1035,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0
1036,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0
1037,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
1038,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
1039,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1040,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1041,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1042,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0
1043,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0
1044,សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive,1.0
1045,បទចម្រៀងនេះមិនល្អ។,Negative,0.0
1046,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0
1047,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0
1048,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0
1049,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1.0
1050,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1051,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
1052,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1053,ភាពយន្តនេះល្អលើសការរំពឹងទុក។,Positive,1.0
1054,បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive,1.0
1055,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
1056,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0
1057,បទចម្រៀងនេះមិនល្អ។,Negative,0.0
1058,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1059,ផលិតផលនេះគុណភាពទាប។,Negative,0.0
1060,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0
1061,ការដឹកជញ្ជូនយឺត។,Negative,0.0
1062,បទថ្មីនេះមានទាស់។,Positive,1.0
1063,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0.0
1064,ការដឹកជញ្ជូនយឺត។,Negative,0.0
1065,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0
1066,គុណភាពទំនិញល្អណាស់។,Positive,1.0
1067,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
1068,បទថ្មីនេះមានទាស់។,Positive,1.0
1069,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1070,បទចម្រៀងនេះមិនល្អ។,Negative,0.0
1071,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0
1072,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1073,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1074,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0
1075,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0
1076,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0
1077,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0
1078,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1079,បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive,1.0
1080,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0
1081,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0
1082,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0
1083,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1084,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0
1085,បទថ្មីនេះមានទាស់។,Positive,1.0
1086,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0
1087,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0
1088,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1089,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0
1090,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0
1091,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0
1092,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1093,គុណភាពទំនិញល្អណាស់។,Positive,1.0
1094,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1.0
1095,ផលិតផលនេះគុណភាពទាប។,Negative,0.0
1096,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0
1097,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0
1098,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1099,ផលិតផលនេះគុណភាពទាប។,Negative,0.0
1100,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0
1101,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1102,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0
1103,បទចម្រៀងនេះមិនល្អ។,Negative,0.0
1104,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1105,ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive,1.0
1106,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0
1107,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
1108,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0
1109,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1.0
1110,បទថ្មីនេះមានទាស់។,Positive,1.0
1111,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
1112,សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0
1113,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0
1114,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1115,ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive,1.0
1116,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0
1117,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0.0
1118,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0
1119,បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive,1.0
1120,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0
1121,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0
1122,ម៉ាកនេះមិនគួរជឿទុកចិត្ត។,Negative,0.0
1123,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1124,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0
1125,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0
1126,ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive,1.0
1127,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0
1128,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0
1129,បទថ្មីនេះមានទាស់។,Positive,1.0
1130,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0
1131,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0.0
1132,សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative,0.0
1133,រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive,1.0
